FID,id,vejkode,vejnavn,park_id,bydel,stativ_type,stativ_placering,stativ_udformning,cykler_retning,antal_pladser,stativ_tilstand,stativ_ejer,stativ_foto,bemaerkning,reg_metode,reg_dato,rettet_dato,budget,projekt,faerdigmelding,projektbeskrivelse,stativ_fjernet,ogc_fid,wkb_geometry
cykelstativ.97,5581,0096,Alsgade,0,Vesterbro-Kongens Enghave,Noli,Andet,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2014-08-26T08:43:35,2018-08-09T11:04:28.195,,,,,2,97,POINT (12.539793216180605 55.6652123690643)
cykelstativ.98,5580,0096,Alsgade,0,Vesterbro-Kongens Enghave,Noli,Andet,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2014-08-26T08:43:35,2018-08-09T11:04:28.195,,,,,2,98,POINT (12.53974970017736 55.665221288929324)
cykelstativ.99,5579,0096,Alsgade,0,Vesterbro-Kongens Enghave,Noli,Andet,Enkeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2014-08-26T08:43:35,2018-08-09T11:04:28.195,,,,,2,99,POINT (12.539712563733444 55.66522890110347)
cykelstativ.100,5578,0096,Alsgade,0,Vesterbro-Kongens Enghave,Noli,Andet,Enkeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2014-08-26T08:43:35,2018-08-09T11:04:28.195,,,,,2,100,POINT (12.539686363990764 55.665241091107404)
cykelstativ.101,5588,0096,Alsgade,0,Vesterbro-Kongens Enghave,Noli,Andet,Enkeltsidet,Vinkelret,3,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2014-08-26T08:43:35,2018-08-09T11:04:28.195,,,,,2,101,POINT (12.540440303947353 55.6650797273928)
cykelstativ.102,5584,0096,Alsgade,0,Vesterbro-Kongens Enghave,Noli,Andet,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2014-08-26T08:43:35,2018-08-09T11:04:28.195,,,,,2,102,POINT (12.539923422946924 55.66518567930107)
cykelstativ.103,5583,0096,Alsgade,0,Vesterbro-Kongens Enghave,Noli,Andet,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2014-08-26T08:43:35,2018-08-09T11:04:28.195,,,,,2,103,POINT (12.539876616281097 55.665195273744274)
cykelstativ.104,5582,0096,Alsgade,0,Vesterbro-Kongens Enghave,Noli,Andet,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2014-08-26T08:43:35,2018-08-09T11:04:28.195,,,,,2,104,POINT (12.539839316884478 55.6652029193688)
cykelstativ.105,7886,0108,Amagerbrogade,,Amager Øst,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2019-08-05T14:33:32.549,,,,,,2,105,POINT (12.597188652224768 55.66764991198599)
cykelstativ.106,7892,0108,Amagerbrogade,,Amager Øst,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2019-08-05T14:33:32.549,,,,,,2,106,POINT (12.597605045846075 55.66722807492209)
cykelstativ.107,7893,0108,Amagerbrogade,,Amager Øst,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2019-08-05T14:33:32.549,,,,,,2,107,POINT (12.597750048813113 55.66707915765376)
cykelstativ.108,7894,0108,Amagerbrogade,,Amager Øst,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2019-08-05T14:33:32.549,,,,,,2,108,POINT (12.597998414074887 55.667099975405904)
cykelstativ.109,7895,0108,Amagerbrogade,,Amager Øst,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2019-08-05T14:33:32.549,2019-08-05T14:46:13.881,,,,,2,109,POINT (12.597848928519582 55.66696455817947)
cykelstativ.110,7897,0108,Amagerbrogade,,Amager Vest,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2019-08-05T14:33:32.549,,,,,,2,110,POINT (12.598264819533913 55.6665426592661)
cykelstativ.111,7898,0108,Amagerbrogade,,Amager Vest,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2019-08-05T14:33:32.549,,,,,,2,111,POINT (12.598396851459738 55.66641780208897)
cykelstativ.112,7899,0108,Amagerbrogade,,Amager Vest,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2019-08-05T14:33:32.549,,,,,,2,112,POINT (12.598737555748697 55.66635542951537)
cykelstativ.113,7901,0108,Amagerbrogade,,Amager Vest,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2019-08-05T14:33:32.549,,,,,,2,113,POINT (12.598987528933112 55.666213214583706)
cykelstativ.114,2041,0108,Amagerbrogade,0,Amager Øst,Model 32,På facade,Enkeltsidet,Skråt 45 grader,8,Ikke registreret,Privat,,,Indmålt med GPS,2001-08-21T00:00:00,2018-08-09T11:04:28.195,,,,,0,114,POINT (12.612566609451548 55.65093937543873)
cykelstativ.115,7902,0108,Amagerbrogade,,Amager Vest,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2019-08-05T14:33:32.549,,,,,,2,115,POINT (12.59918448149113 55.66597353972712)
cykelstativ.116,2773,0108,Amagerbrogade,0,Amager Øst,Noli,På fortovsudvidelse,Dobbeltsidet,Vinkelret,2,Ikke registreret,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,116,POINT (12.602065814401385 55.66306830468899)
cykelstativ.117,2774,0108,Amagerbrogade,0,Amager Øst,Noli,På fortovsudvidelse,Dobbeltsidet,Vinkelret,2,Ikke registreret,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,117,POINT (12.60194338386632 55.66310380322515)
cykelstativ.118,2776,0108,Amagerbrogade,0,Amager Øst,Noli,På fortovsudvidelse,Dobbeltsidet,Vinkelret,2,Ikke registreret,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,118,POINT (12.60155013202049 55.663570448687395)
cykelstativ.119,2026,0108,Amagerbrogade,0,Amager Øst,NO,På fortov,Enkeltsidet,Vinkelret,15,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-21T00:00:00,2018-08-09T11:04:28.195,,,,,0,119,POINT (12.611558002620658 55.65300454591417)
cykelstativ.120,2769,0108,Amagerbrogade,0,Amager Vest,Noli,På fortov,Enkeltsidet,Vinkelret,2,Ikke registreret,Offentligt,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,120,POINT (12.605682312377542 55.65978190501858)
cykelstativ.121,2770,0108,Amagerbrogade,0,Amager Vest,Noli,På fortov,Enkeltsidet,Vinkelret,2,Ikke registreret,Offentligt,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,121,POINT (12.605604212099244 55.6598350265814)
cykelstativ.122,2777,0108,Amagerbrogade,0,Amager Øst,Noli,På fortovsudvidelse,Dobbeltsidet,Vinkelret,2,Ikke registreret,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,122,POINT (12.601480424352241 55.663527570826055)
cykelstativ.123,7904,0108,Amagerbrogade,,Amager Vest,Noli,Tæt på facade,Enkeltsidet,Skråt 45 grader,20,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2019-08-05T14:33:32.549,,,,,,2,123,POINT (12.602637033438805 55.66221182884922)
cykelstativ.124,7891,0108,Amagerbrogade,,Amager Øst,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2019-08-05T14:33:32.549,,,,,,2,124,POINT (12.597807160945708 55.66729158111589)
cykelstativ.125,7890,0108,Amagerbrogade,,Amager Øst,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2019-08-05T14:33:32.549,,,,,,2,125,POINT (12.597620701840631 55.66748802041141)
cykelstativ.126,7889,0108,Amagerbrogade,,Amager Øst,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2019-08-05T14:33:32.549,,,,,,2,126,POINT (12.597479782828295 55.66735671834256)
cykelstativ.127,7888,0108,Amagerbrogade,,Amager Øst,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2019-08-05T14:33:32.549,,,,,,2,127,POINT (12.597414806052317 55.66742344823569)
cykelstativ.128,7887,0108,Amagerbrogade,,Amager Øst,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2019-08-05T14:33:32.549,,,,,,2,128,POINT (12.597240718976396 55.66759839562917)
cykelstativ.129,7885,0108,Amagerbrogade,,Amager Øst,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2019-08-05T14:33:32.549,,,,,,2,129,POINT (12.597122628638422 55.66771523741889)
cykelstativ.130,8464,0110,Amagerbro Torv,0,Amager Øst,Noli,På plads,Dobbeltsidet,Vinkelret,10,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2025-01-10T08:36:27.486,2025-01-10T08:59:30.643,,,,,2,130,POINT (12.602976150182227 55.66323859363691)
cykelstativ.131,8463,0110,Amagerbro Torv,0,Amager Øst,Noli,På plads,Dobbeltsidet,Vinkelret,10,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2025-01-10T08:36:27.486,2025-01-10T08:59:30.643,,,,,2,131,POINT (12.60295114563971 55.66325659651487)
cykelstativ.132,8462,0110,Amagerbro Torv,0,Amager Øst,Noli,På plads,Dobbeltsidet,Vinkelret,10,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2025-01-10T08:36:27.486,2025-01-10T08:59:30.643,,,,,2,132,POINT (12.602924098160507 55.66327654320951)
cykelstativ.133,8461,0110,Amagerbro Torv,0,Amager Øst,Noli,På plads,Dobbeltsidet,Vinkelret,10,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2025-01-10T08:36:27.486,2025-01-10T08:59:30.643,,,,,2,133,POINT (12.60290667578366 55.66329243945706)
cykelstativ.134,8460,0110,Amagerbro Torv,0,Amager Øst,Noli,På plads,Dobbeltsidet,Vinkelret,10,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2025-01-10T08:36:27.486,2025-01-10T08:59:30.643,,,,,2,134,POINT (12.602883627691774 55.66330755915006)
cykelstativ.135,8452,0110,Amagerbro Torv,0,Amager Øst,Noli,På plads,Enkeltsidet,Skråt 45 grader,15,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2025-01-10T08:36:27.486,,,,,,2,135,POINT (12.603527509994377 55.66298911282314)
cykelstativ.136,8451,0110,Amagerbro Torv,0,Amager Øst,Noli,På plads,Enkeltsidet,Skråt 45 grader,20,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2025-01-10T08:36:27.486,,,,,,2,136,POINT (12.603398175144063 55.663104685543686)
cykelstativ.137,1881,0112,Amagerfælledvej,0,Amager Vest,Smedemodel,Tæt på facade,Enkeltsidet,Skråt 45 grader,15,Ikke registreret,Privat,,,Indmålt med GPS,2001-07-24T00:00:00,2018-08-09T11:04:28.195,,,,,0,137,POINT (12.59385243140663 55.661631337152954)
cykelstativ.138,1986,0120,Amager Strandvej,0,Amager Øst,Andet,På fortovsudvidelse,Dobbeltsidet,Vinkelret,24,Ikke registreret,Offentligt,,,Indmålt med GPS,2002-11-27T00:00:00,2018-08-09T11:04:28.195,,,,,0,138,POINT (12.633167602532787 55.66084667430406)
cykelstativ.139,2058,0120,Amager Strandvej,0,Amager Øst,Model 32,På fortovsudvidelse,Dobbeltsidet,Vinkelret,64,Ikke registreret,Offentligt,,,Ikke registreret,2004-08-24T00:00:00,2018-08-09T11:04:28.195,,,,,0,139,POINT (12.636646311258101 55.65727024051602)
cykelstativ.140,2719,0120,Amager Strandvej,0,Amager Øst,Andet,På plads,Enkeltsidet,Vinkelret,12,Ikke registreret,Offentligt,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,140,POINT (12.633518820998427 55.660430613731485)
cykelstativ.141,2060,0120,Amager Strandvej,0,Amager Øst,Model 32,På fortovsudvidelse,Enkeltsidet,Vinkelret,32,Ikke registreret,Offentligt,,,Ikke registreret,2004-08-24T00:00:00,2018-08-09T11:04:28.195,,,,,0,141,POINT (12.636721830205152 55.6571827353874)
cykelstativ.142,2061,0120,Amager Strandvej,0,Amager Øst,Model 32,På fortovsudvidelse,Enkeltsidet,Vinkelret,32,Ikke registreret,Offentligt,,,Ikke registreret,2004-08-24T00:00:00,2018-08-09T11:04:28.195,,,,,0,142,POINT (12.63680373911433 55.65710024617903)
cykelstativ.143,2062,0120,Amager Strandvej,0,Amager Øst,Model 32,På fortovsudvidelse,Dobbeltsidet,Vinkelret,64,Ikke registreret,Offentligt,,,Ikke registreret,2004-08-24T00:00:00,2018-08-09T11:04:28.195,,,,,0,143,POINT (12.636839077339149 55.657066768914)
cykelstativ.144,7239,0120,Amager Strandvej,,Bispebjerg,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,20,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,144,POINT (12.64136901458951 55.64883299794458)
cykelstativ.145,1985,0120,Amager Strandvej,0,Amager Øst,Andet,På fortovsudvidelse,Dobbeltsidet,Vinkelret,24,Ikke registreret,Offentligt,,,Indmålt med GPS,2002-11-27T00:00:00,2018-08-09T11:04:28.195,,,,,0,145,POINT (12.633138499968286 55.660880865937564)
cykelstativ.146,1987,0120,Amager Strandvej,0,Amager Øst,Andet,På fortovsudvidelse,Dobbeltsidet,Vinkelret,24,Ikke registreret,Offentligt,,,Indmålt med GPS,2002-11-27T00:00:00,2018-08-09T11:04:28.195,,,,,0,146,POINT (12.633250994873668 55.66075159260144)
cykelstativ.147,2063,0120,Amager Strandvej,0,Amager Øst,Model 32,På fortovsudvidelse,Enkeltsidet,Vinkelret,32,Ikke registreret,Offentligt,,,Ikke registreret,2004-08-24T00:00:00,2018-08-09T11:04:28.195,,,,,0,147,POINT (12.636880151855655 55.65702778881102)
cykelstativ.148,2718,0120,Amager Strandvej,0,Amager Øst,Andet,På plads,Enkeltsidet,Vinkelret,14,Ikke registreret,Offentligt,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,148,POINT (12.633378383682427 55.66062074956694)
cykelstativ.149,2717,0120,Amager Strandvej,0,Amager Øst,Andet,På plads,Enkeltsidet,Vinkelret,10,Ikke registreret,Offentligt,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,149,POINT (12.633285820834303 55.660700172749664)
cykelstativ.150,2724,0120,Amager Strandvej,0,Amager Øst,NO,På fortov,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,150,POINT (12.636551942589778 55.65732559573073)
cykelstativ.151,2059,0120,Amager Strandvej,0,Amager Øst,Model 32,På fortovsudvidelse,Dobbeltsidet,Vinkelret,64,Ikke registreret,Offentligt,,,Ikke registreret,2004-08-24T00:00:00,2018-08-09T11:04:28.195,,,,,0,151,POINT (12.636682770060839 55.65722644459599)
cykelstativ.152,2725,0120,Amager Strandvej,0,Amager Øst,NO,På fortov,Enkeltsidet,Vinkelret,8,Ikke registreret,Offentligt,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,152,POINT (12.640704617563324 55.65048725569829)
cykelstativ.153,1988,0120,Amager Strandvej,0,Amager Øst,Andet,På fortovsudvidelse,Dobbeltsidet,Vinkelret,24,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2002-11-27T00:00:00,2018-08-09T11:04:28.195,,,,,0,153,POINT (12.633343971967184 55.66066251904501)
cykelstativ.154,1989,0120,Amager Strandvej,0,Amager Øst,Andet,På fortovsudvidelse,Dobbeltsidet,Vinkelret,24,Ikke registreret,Offentligt,,,Indmålt med GPS,2002-11-27T00:00:00,2018-08-09T11:04:28.195,,,,,0,154,POINT (12.633424498576165 55.660560117186215)
cykelstativ.155,1990,0120,Amager Strandvej,0,Amager Øst,Andet,På fortovsudvidelse,Dobbeltsidet,Vinkelret,24,Ikke registreret,Offentligt,,,Indmålt med GPS,2002-11-27T00:00:00,2018-08-09T11:04:28.195,,,,,0,155,POINT (12.633486117021032 55.660479548968496)
cykelstativ.156,2055,0120,Amager Strandvej,0,Amager Øst,Model 32,På fortovsudvidelse,Enkeltsidet,Vinkelret,32,Ikke registreret,Offentligt,,,Ikke registreret,2004-08-24T00:00:00,2018-08-09T11:04:28.195,,,,,0,156,POINT (12.63651065462986 55.65739719932514)
cykelstativ.157,2056,0120,Amager Strandvej,0,Amager Øst,Model 32,På fortovsudvidelse,Enkeltsidet,Vinkelret,32,Ikke registreret,Offentligt,,,Ikke registreret,2004-08-24T00:00:00,2018-08-09T11:04:28.195,,,,,0,157,POINT (12.63655244951789 55.6573557579528)
cykelstativ.158,2057,0120,Amager Strandvej,0,Amager Øst,Model 32,På fortovsudvidelse,Enkeltsidet,Vinkelret,32,Ikke registreret,Offentligt,,,Ikke registreret,2004-08-24T00:00:00,2018-08-09T11:04:28.195,,,,,0,158,POINT (12.636603275730254 55.65730533194686)
cykelstativ.159,7265,0128,Amaliegade,,Indre By,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,14,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,159,POINT (12.591302716289926 55.68181051027803)
cykelstativ.160,7560,0128,Amaliegade,,Indre By,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,30,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-10-13T08:58:44.182,2018-08-09T11:04:28.195,17,Pulje,,,2,160,POINT (12.596556025848033 55.687888125375125)
cykelstativ.161,7264,0128,Amaliegade,,Indre By,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,14,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,161,POINT (12.591470660345447 55.68176734296366)
cykelstativ.162,7438,0138,Amerikakaj,,Østerbro,NO,På fortov,Dobbeltsidet,Vinkelret,24,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.506,2018-08-09T11:04:28.195,,,,,2,162,POINT (12.595184804235084 55.69721076121357)
cykelstativ.163,7454,0139,Amerika Plads,,Østerbro,Ikke registreret,På facade,Enkeltsidet,Ikke registreret,12,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,163,POINT (12.593340179549521 55.69856365040396)
cykelstativ.164,7439,0139,Amerika Plads,,Østerbro,Ikke registreret,På facade,Enkeltsidet,Ikke registreret,20,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,164,POINT (12.594555376462187 55.700350803558884)
cykelstativ.165,7450,0139,Amerika Plads,,Østerbro,Ikke registreret,På fortov,Enkeltsidet,Ikke registreret,15,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,165,POINT (12.594301909751794 55.69939280935127)
cykelstativ.166,7449,0139,Amerika Plads,,Østerbro,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,10,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,166,POINT (12.593908476799633 55.69948860659734)
cykelstativ.167,7448,0139,Amerika Plads,,Østerbro,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,21,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,167,POINT (12.593310678602185 55.69961970068328)
cykelstativ.168,7447,0139,Amerika Plads,,Østerbro,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,6,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,168,POINT (12.593992116902202 55.699586911399805)
cykelstativ.169,7443,0139,Amerika Plads,,Østerbro,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,15,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,169,POINT (12.594159323472017 55.70010044526737)
cykelstativ.170,7442,0139,Amerika Plads,,Østerbro,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,16,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,170,POINT (12.593736872210489 55.700374788431425)
cykelstativ.171,7460,0139,Amerika Plads,,Østerbro,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,15,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,171,POINT (12.59435522461758 55.69898456051962)
cykelstativ.172,7458,0139,Amerika Plads,,Østerbro,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,34,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,172,POINT (12.594209324884556 55.698844114363176)
cykelstativ.173,7453,0139,Amerika Plads,,Østerbro,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,6,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,173,POINT (12.593782796721635 55.69925047568052)
cykelstativ.174,7466,0139,Amerika Plads,,Østerbro,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,58,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,174,POINT (12.59474011587679 55.69943126074234)
cykelstativ.175,7465,0139,Amerika Plads,,Østerbro,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,58,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,175,POINT (12.59465006225181 55.69915727996942)
cykelstativ.176,7452,0139,Amerika Plads,,Østerbro,Ikke registreret,På fortov,Dobbeltsidet,Ikke registreret,30,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,176,POINT (12.594101668374552 55.69940234109431)
cykelstativ.177,7468,0139,Amerika Plads,,Østerbro,Ikke registreret,På fortov,Enkeltsidet,Ikke registreret,15,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,177,POINT (12.593872941159276 55.69828973988312)
cykelstativ.178,7455,0139,Amerika Plads,,Østerbro,Ikke registreret,På fortov,Dobbeltsidet,Ikke registreret,10,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,178,POINT (12.593375643639583 55.69852597298688)
cykelstativ.179,7462,0139,Amerika Plads,,Østerbro,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,30,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,179,POINT (12.59444702335457 55.69857151996792)
cykelstativ.180,7463,0139,Amerika Plads,,Østerbro,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,46,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,180,POINT (12.594359705425289 55.69829196308432)
